"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CARD111",6.23964347522483e-33,0.294879348289549,0.863,0.51,1.22340689618733e-28,"3","CARD11"
"DHTKD11",6.24435776693286e-33,0.490649761992659,0.829,0.47,1.22433122736253e-28,"3","DHTKD1"
"TXNDC15",6.2483239631694e-33,0.451792700559769,0.587,0.31,1.22510887945862e-28,"3","TXNDC15"
"BBS101",6.2892862951153e-33,0.641703010086149,0.51,0.253,1.23314036388326e-28,"3","BBS10"
"CEPT11",6.3033977251203e-33,0.522266416640273,0.675,0.378,1.23590719196434e-28,"3","CEPT1"
"BRSK11",6.33231587318792e-33,0.407850880133872,0.712,0.389,1.24157717325596e-28,"3","BRSK1"
"TATDN31",6.53037047103467e-33,0.740616146003053,0.615,0.328,1.28040973825577e-28,"3","TATDN3"
"OPA31",6.54774697012334e-33,0.370042981611029,0.889,0.513,1.28381674843208e-28,"3","OPA3"
"PPIL61",6.62355305189057e-33,0.331992546612715,0.631,0.337,1.29868004688418e-28,"3","PPIL6"
"ZNF3181",6.64638377330778e-33,0.317354076516741,0.847,0.479,1.30315646643246e-28,"3","ZNF318"
"EML3",6.85309430528874e-33,0.259291876027772,0.675,0.367,1.34368620043796e-28,"3","EML3"
"DOK31",6.98695930131349e-33,0.492931840692294,0.653,0.357,1.36993311020854e-28,"3","DOK3"
"INSM21",7.05099878326102e-33,1.05555459676075,0.405,0.177,1.38248933143399e-28,"3","INSM2"
"KLHL51",7.13393275638793e-33,0.54118952146034,0.73,0.408,1.39875019554498e-28,"3","KLHL5"
"DNAJC241",7.15133180172714e-33,0.417856263350366,0.565,0.286,1.40216162636464e-28,"3","DNAJC24"
"IFT201",7.1539529282426e-33,0.564948232420913,0.639,0.356,1.40267555064053e-28,"3","IFT20"
"C12orf291",7.45504300765909e-33,0.973755103969642,0.486,0.24,1.46171028251172e-28,"3","C12orf29"
"CENPU1",7.46453439812633e-33,0.620973222515912,0.677,0.38,1.46357125944063e-28,"3","CENPU"
"KIF20B1",7.62350787817495e-33,0.481790953836671,0.696,0.393,1.49474118967376e-28,"3","KIF20B"
"PRPF38A",7.72589814965225e-33,0.395793684466067,0.617,0.331,1.51481685020232e-28,"3","PRPF38A"
"SLC39A14",7.73659090840683e-33,0.268918885640113,0.696,0.384,1.51691337941133e-28,"3","SLC39A14"
"FANCB1",7.86296824112796e-33,0.75540757079365,0.542,0.274,1.54169218303796e-28,"3","FANCB"
"CDK11",8.05271471185004e-33,0.676969412221818,0.575,0.308,1.57889577355244e-28,"3","CDK1"
"PPP1R16A1",8.12874537211296e-33,0.564524296229527,0.583,0.3,1.59380310511019e-28,"3","PPP1R16A"
"SDHA1",8.19388628383889e-33,0.882454110393428,0.55,0.288,1.60657528367229e-28,"3","SDHA"
"COX7A21",8.22036132347823e-33,0.976827218481371,0.54,0.281,1.61176624469438e-28,"3","COX7A2"
"METTL61",8.2538543100952e-33,0.433315871508643,0.704,0.393,1.61833321458036e-28,"3","METTL6"
"ZNF1421",8.47449165676024e-33,0.499355062993297,0.669,0.367,1.66159357914098e-28,"3","ZNF142"
"PML1",8.58711865680928e-33,0.412109757000979,0.726,0.401,1.6836763550406e-28,"3","PML"
"IARS21",8.74633989699683e-33,0.766231257535053,0.569,0.298,1.71489486360417e-28,"3","IARS2"
"C17orf971",8.88538468709655e-33,0.591387467774385,0.657,0.357,1.74215737559902e-28,"3","C17orf97"
"SUSD61",8.92097718758254e-33,0.446401886997787,0.976,0.575,1.74913599716931e-28,"3","SUSD6"
"TBC1D10A1",9.20050255312099e-33,0.418549945540383,0.792,0.457,1.80394253559043e-28,"3","TBC1D10A"
"OXSR11",9.20754830677213e-33,0.322347562337946,0.887,0.524,1.80532399650881e-28,"3","OXSR1"
"H6PD1",9.20955194373278e-33,0.465473498477433,0.663,0.368,1.80571684960769e-28,"3","H6PD"
"TAOK31",9.2873874247992e-33,0.379196045297205,0.968,0.584,1.82097805238038e-28,"3","TAOK3"
"OGFRL11",9.31068729322674e-33,0.687865280413086,0.597,0.322,1.82554645758297e-28,"3","OGFRL1"
"RBM8A1",9.35530734142235e-33,0.521674339625672,0.704,0.398,1.83429511043268e-28,"3","RBM8A"
"RPL181",9.4051356952593e-33,0.389720351272669,0.657,0.354,1.84406495576949e-28,"3","RPL18"
"RWDD31",9.49154225024925e-33,0.86518531124185,0.53,0.265,1.86100668900637e-28,"3","RWDD3"
"TRMO1",9.49479523962808e-33,0.831479448179592,0.569,0.295,1.86164450263388e-28,"3","TRMO"
"VIMP1",9.56970782333289e-33,0.848797019087359,0.544,0.279,1.87633261292088e-28,"3","VIMP"
"BET1L1",9.57391930878152e-33,0.274392826991534,0.768,0.429,1.87715835887279e-28,"3","BET1L"
"SH3BP51",9.64029669261616e-33,0.27549795648353,0.877,0.501,1.89017297252125e-28,"3","SH3BP5"
"PSME11",9.66120693709534e-33,0.675402130694818,0.597,0.313,1.89427284415628e-28,"3","PSME1"
"LAPTM4B1",9.67219838458339e-33,0.576664258903046,0.633,0.347,1.89642793726526e-28,"3","LAPTM4B"
"ALOX5AP1",9.72147823055623e-33,0.439548479769681,0.732,0.408,1.90609023666516e-28,"3","ALOX5AP"
"C10orf541",9.81980501307414e-33,0.464306037976813,0.772,0.442,1.92536916891345e-28,"3","C10orf54"
"APIP",9.88489447335777e-33,0.305137169651715,0.71,0.397,1.93813125939126e-28,"3","APIP"
"GAR11",1.00231892907232e-32,1.01666418936879,0.51,0.256,1.9652467242321e-28,"3","GAR1"
"KCTD18",1.00256014449724e-32,0.375565103153265,0.502,0.245,1.96571967531574e-28,"3","KCTD18"
"TAF1A1",1.01104387247208e-32,0.854741718925802,0.53,0.266,1.98235372075601e-28,"3","TAF1A"
"PXT11",1.011536597411e-32,0.590308640981919,0.728,0.407,1.98331980654375e-28,"3","PXT1"
"PAG11",1.01308763480614e-32,0.374563203011329,0.911,0.549,1.98636092556439e-28,"3","PAG1"
"TRAP11",1.03224986299101e-32,0.36083902401516,0.712,0.399,2.02393230636648e-28,"3","TRAP1"
"HEATR5B1",1.03811780571093e-32,0.486478926749109,0.734,0.421,2.03543758165741e-28,"3","HEATR5B"
"RP11-244H3.41",1.04013900758858e-32,0.647615826053387,0.641,0.344,2.03940055217893e-28,"3","RP11-244H3.4"
"CD991",1.04593466626404e-32,0.386013665858161,0.8,0.463,2.05076410014391e-28,"3","CD99"
"CD441",1.06383052081616e-32,0.471693805428644,0.857,0.489,2.08585250216425e-28,"3","CD44"
"IL12RB21",1.0873987538335e-32,0.485498189013805,0.746,0.42,2.13206273664134e-28,"3","IL12RB2"
"SSBP41",1.09588115166867e-32,0.504630080368123,0.792,0.449,2.14869417407677e-28,"3","SSBP4"
"SNAPC11",1.10876688517218e-32,0.758854439799688,0.552,0.284,2.17395923175709e-28,"3","SNAPC1"
"TNKS1BP11",1.11827071606816e-32,0.359906194952161,0.744,0.417,2.19259339299484e-28,"3","TNKS1BP1"
"COPZ11",1.12781544084743e-32,0.358214620670513,0.716,0.394,2.21130773486956e-28,"3","COPZ1"
"PSMA31",1.13346641694791e-32,0.750007553998362,0.583,0.298,2.22238760370976e-28,"3","PSMA3"
"CBLB",1.13545153998388e-32,0.269428688903965,0.938,0.583,2.2262798344464e-28,"3","CBLB"
"DNAJA2",1.14467858563376e-32,0.486954385903514,0.591,0.319,2.24437130285211e-28,"3","DNAJA2"
"PPCDC1",1.17188507401506e-32,0.490171873519106,0.984,0.571,2.29771506462134e-28,"3","PPCDC"
"AL078584.11",1.17308875035801e-32,0.470442813202947,0.966,0.576,2.30007511282695e-28,"3","AL078584.1"
"ALG12",1.17742638652488e-32,0.371802437484073,0.716,0.398,2.30857991605933e-28,"3","ALG1"
"PIAS21",1.17895393678345e-32,0.40065624249042,0.738,0.43,2.31157498385131e-28,"3","PIAS2"
"RBSN1",1.18695845286231e-32,0.575562456692275,0.611,0.333,2.32726943852714e-28,"3","RBSN"
"TRNAU1AP1",1.207215335111e-32,0.544748560887524,0.645,0.353,2.36698710755213e-28,"3","TRNAU1AP"
"DOK21",1.21095489619839e-32,0.9496882172288,0.554,0.288,2.37431926497618e-28,"3","DOK2"
"IWS11",1.24184805093569e-32,0.261311371734461,0.756,0.424,2.43489147346961e-28,"3","IWS1"
"AAGAB1",1.24869049139927e-32,0.546974567126775,0.718,0.399,2.44830744648655e-28,"3","AAGAB"
"DHRS121",1.25083116797321e-32,0.435662890352932,0.776,0.431,2.45250467104507e-28,"3","DHRS12"
"C12orf651",1.2748109306223e-32,0.410085132475252,0.766,0.418,2.49952179167115e-28,"3","C12orf65"
"ECSIT1",1.27904214439988e-32,0.670783150326845,0.629,0.342,2.50781793252485e-28,"3","ECSIT"
"SEC14L21",1.29616679874242e-32,0.436463465910879,0.657,0.366,2.54139424229427e-28,"3","SEC14L2"
"RPL261",1.31793137179721e-32,0.771900450963403,0.599,0.312,2.58406804068279e-28,"3","RPL26"
"TMED11",1.321623662883e-32,0.649264504743666,0.653,0.36,2.59130751581469e-28,"3","TMED1"
"TUBB1",1.34699588017206e-32,0.637086917470027,0.633,0.342,2.64105482225336e-28,"3","TUBB"
"CDK71",1.35567385089168e-32,0.835823987384869,0.538,0.275,2.65806971944331e-28,"3","CDK7"
"ATP5D1",1.35839778320431e-32,0.932696648661611,0.546,0.278,2.6634105335287e-28,"3","ATP5D"
"NDUFS81",1.37905037868775e-32,0.90037090186137,0.546,0.28,2.70390407749308e-28,"3","NDUFS8"
"MAK1",1.37986033883948e-32,0.52312211393161,0.69,0.383,2.70549216636256e-28,"3","MAK"
"DNASE11",1.4174174203151e-32,0.331173523138102,0.764,0.436,2.77913033601182e-28,"3","DNASE1"
"ZNF5111",1.42522626849166e-32,0.860901678809359,0.577,0.301,2.79444114463161e-28,"3","ZNF511"
"ALG81",1.47854705348713e-32,0.767929601873592,0.562,0.298,2.89898720777222e-28,"3","ALG8"
"TAMM411",1.48582858953343e-32,0.309947815960708,0.641,0.352,2.91326411549819e-28,"3","TAMM41"
"CCDC143",1.49436214026004e-32,0.661739451636011,0.56,0.291,2.92999584840786e-28,"3","CCDC14"
"ROM1",1.50318944241782e-32,0.32280057928346,0.613,0.325,2.94730353974862e-28,"3","ROM1"
"KIAA0930",1.51104951469544e-32,0.306849086065812,0.736,0.418,2.96271478346334e-28,"3","KIAA0930"
"ATP6AP1L1",1.52007970010904e-32,0.365965733857883,0.724,0.401,2.9804202680038e-28,"3","ATP6AP1L"
"SH3RF11",1.53916938279293e-32,0.317910540131929,0.917,0.539,3.01784940884209e-28,"3","SH3RF1"
"RP11-561B11.21",1.54465812393637e-32,0.397200832812584,0.942,0.559,3.02861118360204e-28,"3","RP11-561B11.2"
"SUV39H21",1.55144745009498e-32,0.614846726643192,0.631,0.35,3.04192301540122e-28,"3","SUV39H2"
"TLR71",1.59537804883357e-32,0.568481303210596,0.637,0.34,3.12805774034798e-28,"3","TLR7"
"NIPA21",1.60108178725468e-32,0.557102678002354,0.7,0.382,3.13924106027026e-28,"3","NIPA2"
"ERN11",1.60478880463071e-32,0.298313532491333,0.911,0.545,3.14650940923944e-28,"3","ERN1"
"CLASRP1",1.60925682223385e-32,0.546437137040193,0.677,0.374,3.15526985135392e-28,"3","CLASRP"
"CHRM51",1.61632144493736e-32,0.359102163637172,0.651,0.365,3.16912145708868e-28,"3","CHRM5"
"REV3L",1.6193580101871e-32,0.2800127680241,0.958,0.589,3.17507525057384e-28,"3","REV3L"
"GLT1D1",1.65910595981631e-32,0.279137150411069,0.764,0.434,3.25300905541184e-28,"3","GLT1D1"
"HJURP1",1.66453448424701e-32,0.590428067407353,0.609,0.332,3.26365276326311e-28,"3","HJURP"
"EIF2D1",1.69122227642019e-32,0.419631276788412,0.833,0.467,3.31597951737707e-28,"3","EIF2D"
"XRCC31",1.71280818741988e-32,0.375037700186205,0.758,0.434,3.35830301307415e-28,"3","XRCC3"
"RP11-886H22.11",1.74956822780192e-32,0.516575559600001,0.615,0.328,3.43037842425122e-28,"3","RP11-886H22.1"
"IFIH11",1.79279656198786e-32,0.42067745833815,0.714,0.403,3.51513621908959e-28,"3","IFIH1"
"WRB1",1.79647638843861e-32,0.50862563334866,0.649,0.353,3.52235125481157e-28,"3","WRB"
"RPL351",1.83558619157018e-32,0.537842196019352,0.633,0.344,3.59903384581166e-28,"3","RPL35"
"RP11-1012A1.41",1.83716373643574e-32,0.607586204825464,0.665,0.371,3.60212693802956e-28,"3","RP11-1012A1.4"
"ZMPSTE241",1.85490596693422e-32,0.652162066799317,0.589,0.312,3.63691412936792e-28,"3","ZMPSTE24"
"ZNF842",1.86071578078145e-32,0.774193984480372,0.482,0.228,3.64830543137818e-28,"3","ZNF84"
"CD471",1.88743979989635e-32,0.553120893550245,0.7,0.398,3.70070321565677e-28,"3","CD47"
"ZBTB451",1.90433815253826e-32,0.460270019333348,0.742,0.412,3.73383581568177e-28,"3","ZBTB45"
"ASNSD11",1.92684380969781e-32,0.889528773319991,0.508,0.252,3.7779626576745e-28,"3","ASNSD1"
"HN11",2.03827295395073e-32,0.587232270080529,0.663,0.364,3.9964417808112e-28,"3","HN1"
"TM9SF1",2.04109376626708e-32,0.44634568687695,0.55,0.278,4.00197254751986e-28,"3","TM9SF1"
"ACAD111",2.10382990559371e-32,0.511211937159736,0.661,0.364,4.12497929589758e-28,"3","ACAD11"
"OGFOD11",2.12570568505505e-32,0.407470638413842,0.645,0.357,4.16787113668743e-28,"3","OGFOD1"
"MFSD111",2.15346782691969e-32,0.268597824773427,0.784,0.461,4.22230436824144e-28,"3","MFSD11"
"RBM231",2.15435571950087e-32,0.6316567327199,0.675,0.377,4.22404525922535e-28,"3","RBM23"
"SIRT21",2.20970926991833e-32,0.440370146404966,0.706,0.404,4.33257696552886e-28,"3","SIRT2"
"MYH111",2.25624852526147e-32,0.275784109433345,0.79,0.455,4.42382648348017e-28,"3","MYH11"
"LRRC37B1",2.27564008737333e-32,1.03217198134103,0.474,0.23,4.46184751931288e-28,"3","LRRC37B"
"TVP23B1",2.27853317713655e-32,1.0152996850749,0.502,0.253,4.46752000041164e-28,"3","TVP23B"
"HIST1H4H1",2.2852341064982e-32,0.680355846752736,0.635,0.342,4.48065851261103e-28,"3","HIST1H4H"
"HSPA1B1",2.29855700086829e-32,0.763890642969417,0.663,0.362,4.50678071160246e-28,"3","HSPA1B"
"TNK21",2.30508397479841e-32,0.296312212139553,0.891,0.531,4.51957814938725e-28,"3","TNK2"
"APMAP",2.31022694020811e-32,0.297618669354607,0.635,0.34,4.52966196166603e-28,"3","APMAP"
"HSDL21",2.33557193382323e-32,0.461129531788912,0.712,0.395,4.5793558906472e-28,"3","HSDL2"
"MYCBPAP1",2.34355392289191e-32,0.754208883581191,0.593,0.32,4.59500617661416e-28,"3","MYCBPAP"
"KIF2A1",2.34832283093177e-32,0.358012543362358,0.962,0.598,4.60435657460793e-28,"3","KIF2A"
"LRRC2",2.34913137632087e-32,0.270544577085649,0.7,0.384,4.60594188955233e-28,"3","LRRC2"
"NVL1",2.35206254686575e-32,0.455970355687359,0.655,0.351,4.61168903563967e-28,"3","NVL"
"SIPA1L11",2.35631531774408e-32,0.402306219766221,0.994,0.641,4.62002744350083e-28,"3","SIPA1L1"
"FECH1",2.3633492501548e-32,0.432650434295798,0.599,0.319,4.63381887477851e-28,"3","FECH"
"ABCC101",2.38051896845882e-32,0.528554949655961,0.643,0.341,4.66748354145721e-28,"3","ABCC10"
"GBA21",2.39865722010389e-32,0.569604760095805,0.567,0.293,4.70304721145769e-28,"3","GBA2"
"STX101",2.40909187885002e-32,0.567811102487132,0.685,0.373,4.72350644686124e-28,"3","STX10"
"GOT21",2.41854499304182e-32,0.756037050152897,0.571,0.297,4.74204116785709e-28,"3","GOT2"
"RABGGTA1",2.49886585146273e-32,0.516292506746818,0.581,0.304,4.89952627496298e-28,"3","RABGGTA"
"EIF3D1",2.51709417652715e-32,0.363742599486945,0.671,0.362,4.93526655191678e-28,"3","EIF3D"
"MROH81",2.52246402428358e-32,0.3422447257284,0.714,0.395,4.94579521241281e-28,"3","MROH8"
"TMEM2221",2.52425030980227e-32,0.463072402235938,0.597,0.313,4.94929758242931e-28,"3","TMEM222"
"MKNK21",2.56580852436111e-32,0.378041281370493,0.831,0.473,5.03078077371483e-28,"3","MKNK2"
"ERCC61",2.59987094387699e-32,0.325644251567369,0.778,0.442,5.09756695965962e-28,"3","ERCC6"
"GSG1",2.61359172904255e-32,0.471820485742637,0.518,0.259,5.12446930313373e-28,"3","GSG1"
"PSMC41",2.61748772067217e-32,0.406558136743877,0.651,0.363,5.13210817392193e-28,"3","PSMC4"
"MFSD121",2.63922395625212e-32,0.304780052438873,0.891,0.521,5.17472641102354e-28,"3","MFSD12"
"PDE8A1",2.66718089896659e-32,0.395809895385431,0.905,0.536,5.2295415886038e-28,"3","PDE8A"
"FANCG1",2.74103927179193e-32,0.752328391560402,0.522,0.263,5.37435570020244e-28,"3","FANCG"
"IL15RA1",2.76182763849404e-32,0.349594894605383,0.732,0.411,5.41511545079526e-28,"3","IL15RA"
"PLA2G151",2.79577200709009e-32,0.709492242296391,0.589,0.319,5.48167017430153e-28,"3","PLA2G15"
"LXN1",2.83268507346384e-32,0.769301777317965,0.528,0.273,5.55404562354055e-28,"3","LXN"
"DONSON1",2.84869240780536e-32,0.448896601010215,0.542,0.271,5.58543120398397e-28,"3","DONSON"
"ACOT91",2.8914113710915e-32,0.532454192004244,0.637,0.341,5.66919027529909e-28,"3","ACOT9"
"NMRAL11",2.90332688084745e-32,0.563872070915567,0.722,0.403,5.6925530152776e-28,"3","NMRAL1"
"LENG91",3.09565091183193e-32,0.535656139977719,0.75,0.421,6.06964274282887e-28,"3","LENG9"
"TCHP1",3.11149148112576e-32,0.355671412351419,0.694,0.385,6.10070134704328e-28,"3","TCHP"
"KCTD31",3.20099259580235e-32,0.530372863525684,0.593,0.312,6.27618618258966e-28,"3","KCTD3"
"SPG111",3.32543957471883e-32,0.344540615526067,0.796,0.464,6.5201893741512e-28,"3","SPG11"
"SGK2231",3.33103476199659e-32,0.415976302275167,0.891,0.512,6.53115985784672e-28,"3","SGK223"
"GALE1",3.34156570094528e-32,0.607786066277705,0.562,0.284,6.55180786984341e-28,"3","GALE"
"MIIP1",3.3491067479905e-32,0.54537870587601,0.661,0.362,6.56659360078498e-28,"3","MIIP"
"SLC44A21",3.40383611541419e-32,0.472025267864456,0.7,0.385,6.6739014714926e-28,"3","SLC44A2"
"PHLDB3",3.40686105266784e-32,0.335533245169834,0.637,0.338,6.67983246596583e-28,"3","PHLDB3"
"TLE61",3.40884730578752e-32,0.75011858755901,0.589,0.311,6.6837269124576e-28,"3","TLE6"
"ABCE11",3.48347046523397e-32,0.402180077647431,0.659,0.353,6.83004054118424e-28,"3","ABCE1"
"CARF",3.51923776664946e-32,0.38303197133765,0.611,0.332,6.9001694890696e-28,"3","CARF"
"ZFYVE191",3.62062259960909e-32,0.420121192987252,0.629,0.337,7.09895473105354e-28,"3","ZFYVE19"
"TAF1B1",3.64913760347755e-32,0.304316834284619,0.73,0.41,7.15486409913843e-28,"3","TAF1B"
"SLC16A71",3.68958072598195e-32,0.380185467042093,0.792,0.451,7.2341609294328e-28,"3","SLC16A7"
"CRAT1",3.70847570583658e-32,0.354482183416748,0.712,0.401,7.27120831643378e-28,"3","CRAT"
"CSAD",3.73523286449738e-32,0.259255743446973,0.728,0.41,7.32367107742002e-28,"3","CSAD"
"HBS1L1",3.76344655906407e-32,0.374604199071236,0.877,0.51,7.37898966835691e-28,"3","HBS1L"
"CLP11",3.78664101536521e-32,0.433478002032017,0.637,0.34,7.42446703882657e-28,"3","CLP1"
"IQCE",3.80595886815299e-32,0.320405559434224,0.738,0.419,7.46234355278758e-28,"3","IQCE"
"YY1AP11",3.81484369099817e-32,0.812858912950571,0.591,0.31,7.47976402494012e-28,"3","YY1AP1"
"FAM149A1",3.81715515661619e-32,0.416969785342179,0.633,0.347,7.48429611557737e-28,"3","FAM149A"
"URM11",4.00429657366215e-32,0.401438007989506,0.573,0.285,7.85122429197938e-28,"3","URM1"
"VDAC31",4.02676472651367e-32,0.418322025457581,0.663,0.372,7.89527759927536e-28,"3","VDAC3"
"MACC11",4.09125297083343e-32,0.441027715085598,0.766,0.438,8.02171969991311e-28,"3","MACC1"
"OSBPL91",4.09482634714286e-32,0.343808936621898,0.95,0.573,8.02872601884301e-28,"3","OSBPL9"
"TOE11",4.14140083847469e-32,0.778639289247911,0.627,0.338,8.12004462399733e-28,"3","TOE1"
"SUOX1",4.14696679083004e-32,0.826857026897357,0.508,0.252,8.13095778678046e-28,"3","SUOX"
"FASTKD11",4.27942171444895e-32,0.716820924310222,0.542,0.273,8.39066215552006e-28,"3","FASTKD1"
"KIAA15241",4.28400327235012e-32,0.420476303149984,0.651,0.36,8.39964521609689e-28,"3","KIAA1524"
"ZNF8621",4.37790501963617e-32,0.488713886250124,0.653,0.365,8.58375837200063e-28,"3","ZNF862"
"MIS121",4.39600965489205e-32,0.552366120057104,0.637,0.345,8.61925613034684e-28,"3","MIS12"
"RP11-156P1.21",4.42984245713733e-32,0.296167908744483,0.756,0.431,8.68559210570916e-28,"3","RP11-156P1.2"
"HAUS61",4.50698002789501e-32,0.561354933088967,0.619,0.331,8.83683574069375e-28,"3","HAUS6"
"RASSF51",4.67660235642411e-32,0.38099123398444,0.933,0.539,9.16941424024075e-28,"3","RASSF5"
"STARD3NL1",4.69941771176697e-32,0.476895972100956,0.752,0.435,9.2141483074615e-28,"3","STARD3NL"
"IFT521",4.72256487418806e-32,0.66314836238034,0.552,0.288,9.25953294882052e-28,"3","IFT52"
"PDE5A",4.7671376255082e-32,0.264264815678185,0.607,0.323,9.34692674233392e-28,"3","PDE5A"
"SPICE1",4.78664065146357e-32,0.298079119576374,0.597,0.314,9.38516632532462e-28,"3","SPICE1"
"UBAP2",4.86855025884593e-32,0.289002909661368,0.863,0.507,9.54576649251921e-28,"3","UBAP2"
"RABEP21",4.89006325206398e-32,0.349315625190414,0.887,0.512,9.58794701832185e-28,"3","RABEP2"
"KRR11",4.93230824258018e-32,1.02738251324713,0.452,0.213,9.67077677122696e-28,"3","KRR1"
"SPATA5L11",4.95522072718727e-32,0.608710375994867,0.56,0.297,9.71570127979607e-28,"3","SPATA5L1"
"CENPA1",4.96166233097785e-32,0.307594724203447,0.817,0.468,9.72833133234828e-28,"3","CENPA"
"AK9",4.99850005786015e-32,0.275768471390768,0.708,0.412,9.8005590634464e-28,"3","AK9"
"RPL81",5.021745058434e-32,0.588715308456677,0.522,0.26,9.84613553607154e-28,"3","RPL8"
"AVEN1",5.03349021619546e-32,0.336347039763226,0.734,0.42,9.86916426689444e-28,"3","AVEN"
"PLEKHA2",5.07813521759159e-32,0.288202939784219,0.938,0.556,9.95669972113182e-28,"3","PLEKHA2"
"ZNF8371",5.11361789315493e-32,0.483483101516928,0.708,0.398,1.00262706031089e-27,"3","ZNF837"
"FAM136A1",5.22031158819682e-32,0.603444020080918,0.54,0.27,1.02354649309775e-27,"3","FAM136A"
"TDP21",5.26414680919591e-32,0.85925768876284,0.548,0.29,1.03214126487904e-27,"3","TDP2"
"APOBEC3A1",5.26913833771489e-32,0.454211022898376,0.786,0.442,1.03311995387576e-27,"3","APOBEC3A"
"ETFA1",5.32071514291397e-32,0.437041083521985,0.744,0.419,1.04323261807114e-27,"3","ETFA"
"BLVRB1",5.35204984024006e-32,0.712402361299473,0.708,0.407,1.04937641217587e-27,"3","BLVRB"
"C15orf651",5.42899827975808e-32,0.634146444745002,0.54,0.277,1.06446369271217e-27,"3","C15orf65"
"PSMD21",5.64464695734251e-32,0.702840094867785,0.585,0.316,1.10674592892615e-27,"3","PSMD2"
"STEAP1B1",5.6644107110864e-32,0.395984640372454,0.893,0.524,1.11062100812271e-27,"3","STEAP1B"
"C5orf241",5.78350412203375e-32,0.760663347770197,0.581,0.312,1.13397165320716e-27,"3","C5orf24"
"MTMR61",5.83453485128029e-32,0.491267732410601,0.671,0.369,1.14397724829053e-27,"3","MTMR6"
"UGCG1",5.84591828155514e-32,0.384876417749423,0.806,0.464,1.14620919746452e-27,"3","UGCG"
"SNX15",5.87276599367979e-32,0.314679542876265,0.891,0.505,1.1514732283808e-27,"3","SNX1"
"DTHD11",5.92741347843377e-32,0.440214609234432,0.754,0.421,1.16218796071651e-27,"3","DTHD1"
"CALR1",5.96523177363976e-32,0.325979383270303,0.742,0.419,1.16960299385755e-27,"3","CALR"
"FAM234B",6.01252364963163e-32,0.266771834381675,0.661,0.369,1.17887551198327e-27,"3","FAM234B"
"CHKB-CPT1B",6.0222905033084e-32,0.295385323224833,0.71,0.397,1.18079049898368e-27,"3","CHKB-CPT1B"
"CLTB1",6.05740967714467e-32,0.622009171595129,0.569,0.298,1.18767631539775e-27,"3","CLTB"
"IPO81",6.19975991732376e-32,0.299962568653316,0.546,0.273,1.21558692698967e-27,"3","IPO8"
"NAGS1",6.24182947268553e-32,0.816582171112801,0.518,0.256,1.22383550470945e-27,"3","NAGS"
"PQBP11",6.38084307249056e-32,0.935315523615013,0.508,0.257,1.25109190122322e-27,"3","PQBP1"
"TRIM381",6.39419773326271e-32,0.745930909732945,0.579,0.305,1.25371034956082e-27,"3","TRIM38"
"USP35",6.47191523256815e-32,0.372309258185512,0.688,0.398,1.26894841964964e-27,"3","USP35"
"SLAMF71",6.49267585426509e-32,0.677101570337588,0.633,0.352,1.27301895474576e-27,"3","SLAMF7"
"PFN41",6.5458124702145e-32,0.937338799004303,0.536,0.274,1.28343745103496e-27,"3","PFN4"
"MB21D11",6.56417336292371e-32,0.693625408389154,0.649,0.349,1.28703747126845e-27,"3","MB21D1"
"LBHD11",6.58277552513072e-32,0.472513112622638,0.728,0.415,1.29068479721238e-27,"3","LBHD1"
"TSG1011",6.59897966703583e-32,0.60654314357747,0.635,0.34,1.29386194331571e-27,"3","TSG101"
"SNAP231",6.60467772671333e-32,0.489299612594766,0.683,0.366,1.29497916187668e-27,"3","SNAP23"
"POLR3D1",6.68703187474696e-32,0.507027373826047,0.633,0.358,1.31112633968164e-27,"3","POLR3D"
"TRMT61B1",6.69277688818084e-32,0.769145424594347,0.536,0.27,1.31225276446562e-27,"3","TRMT61B"
"PALB21",6.69854982801242e-32,0.760469998933905,0.565,0.293,1.31338466477839e-27,"3","PALB2"
"RNASEH11",6.78819563340037e-32,0.522528639561371,0.694,0.393,1.33096151784081e-27,"3","RNASEH1"
"CCDC1141",6.79838949003596e-32,0.381137498283069,0.724,0.412,1.33296022731135e-27,"3","CCDC114"
"PANX11",7.05381745425433e-32,0.494570229794629,0.71,0.412,1.38304198825565e-27,"3","PANX1"
"PIGB1",7.20232053339286e-32,0.67149914685234,0.522,0.264,1.41215898698234e-27,"3","PIGB"
"PGK11",7.23162300607232e-32,0.399883260764711,0.746,0.421,1.4179043228006e-27,"3","PGK1"
"TMEM170A1",7.48925144085513e-32,0.334408062203844,0.677,0.377,1.46841753000847e-27,"3","TMEM170A"
"SLC36A41",7.71301222708318e-32,0.766943689286841,0.53,0.273,1.5122903073642e-27,"3","SLC36A4"
"RP13-1032I1.101",7.72017369019395e-32,0.438054475868054,0.712,0.396,1.51369445543633e-27,"3","RP13-1032I1.10"
"GRK41",7.96246047593709e-32,0.378779177305056,0.855,0.492,1.56119962551699e-27,"3","GRK4"
"PIGA1",7.96639872670548e-32,0.752137704860022,0.502,0.246,1.56197179834514e-27,"3","PIGA"
"C10orf951",8.00036441828012e-32,0.682382117141905,0.569,0.288,1.56863145149218e-27,"3","C10orf95"
"CLPX1",8.01883262371879e-32,0.549251580711275,0.613,0.33,1.57225251253254e-27,"3","CLPX"
